,EAP,HPL,MWS
0,5.584501348322501e-85,3.1412875268836535e-86,4.502408527540862e-83
0,1.4688762315527818e-54,1.8784161797736433e-58,5.227127642132089e-56
0,8.632679051039825e-88,6.240629957740131e-80,7.233546099332457e-89
0,3.215669908155155e-111,2.420011852552079e-111,2.6636237909818624e-96
0,1.4991165214586626e-179,1.9332748183880683e-184,3.0327677837832317e-190
0,7.144669809757896e-92,1.2080346082454866e-95,2.6942565985273758e-96
0,2.4391136279797714e-72,4.0510178674101193e-73,1.6892606068234723e-73
0,7.54227098401329e-86,3.249412302091322e-91,1.8445180032945234e-95
0,1.0997307100386916e-76,5.4367636953926285e-73,1.4655844700407416e-78
0,9.244266528413486e-113,2.9214609235949088e-114,4.02461162562811e-109
0,5.353386347982782e-59,2.4723348405062773e-61,2.745086669478055e-63
0,2.4345248279219537e-153,1.0905159513378568e-162,1.2417424170937246e-161
0,9.734720483768922e-107,2.573050814093983e-115,9.894617478996392e-104
0,1.2976775115304503e-103,4.927937029102142e-101,9.025688904287749e-105
0,5.2899017868683624e-275,3.483407323558915e-295,6.180005628853817e-301
0,6.553818198001658e-95,4.140799644856024e-86,3.5341757880415774e-92
0,3.9468855793633396e-185,1.0254426163500997e-199,2.9144122073155343e-189
0,7.124088518595033e-71,7.18186338714008e-70,2.5779824680298196e-73
0,5.439298145386158e-70,6.696623743974443e-71,7.843788241483163e-73
0,5.500046928182997e-103,1.1356128957824397e-97,1.6682532485396418e-104
0,2.726161531683699e-107,4.417924930507705e-115,5.0917966963141066e-113
0,3.7393966976941735e-68,4.145877976416585e-72,7.481428572481344e-69
0,3.717743355473874e-80,2.546898252538467e-84,1.733099603124496e-84
0,1.6687204907440066e-33,7.208139099170806e-35,1.0501911415538056e-34
0,1.6562401714440763e-81,7.538308797193048e-84,9.095883145343257e-85
0,2.931159873484388e-69,2.377373569634668e-70,3.445978930912777e-73
0,9.302207512142496e-139,1.5825374344319618e-146,2.1328340740258218e-150
0,3.2637976080701524e-96,8.99929796949224e-111,1.8321160288102848e-115
0,1.1023701088024464e-45,4.5886158550276515e-46,9.101027288584705e-47
0,4.047192784350681e-99,7.557716430185157e-99,9.395730016328098e-97
0,5.153396339774575e-97,2.2973959762761177e-90,9.227827303877341e-96
0,7.725716438124101e-54,1.1672403404792916e-50,3.941070180611499e-49
0,4.586762787100285e-49,1.2774986563704477e-49,1.7810112952837884e-42
0,1.2341988147129648e-84,7.273123222249232e-76,1.5105999251837836e-88
0,4.582249063515345e-97,1.9958893240711548e-96,1.646960876756527e-88
0,4.015113332165409e-121,4.0444878525701136e-132,2.6563553144303682e-132
0,5.024932146885558e-76,4.000716991924059e-76,9.74759749886365e-69
0,9.189072143800024e-29,1.4177988681607242e-31,1.209491231942545e-30
0,4.6241157913518315e-81,5.124644724416991e-78,3.95308480487708e-77
0,7.137738731450345e-183,1.7710296519689438e-183,5.985426405137448e-167
0,7.719056420379954e-93,2.3727559094068475e-93,3.25268267294933e-92
0,3.4429533486960098e-68,9.762132784176137e-70,1.7920722127827483e-71
0,1.5756413644262156e-84,5.9325313412162235e-86,7.908609720161803e-80
0,9.950158480465549e-47,2.616957762021283e-47,4.230041065632964e-49
0,1.5105205452406516e-33,3.346752489525304e-28,1.6577061451212868e-32
0,3.706974854752257e-108,5.747840963851465e-111,9.124141451893312e-101
0,4.770943217971598e-88,1.940174770877256e-92,2.3324279174857942e-87
0,1.9630118284411884e-143,6.055594943708314e-150,2.973112034009225e-147
0,8.547936533491538e-192,3.218982373567481e-206,1.3152093825797127e-201
0,6.660498098601163e-74,9.312417735755054e-68,1.1652885621368683e-75
0,6.439124420733163e-89,5.670158643223823e-87,6.060626898696327e-93
0,3.041372765208423e-299,2.95739e-318,5.92785038059637e-308
0,1.286294701337455e-74,3.9709995680798805e-77,6.804820750345564e-78
0,3.937514449413722e-28,9.042091452182057e-28,5.317792664019089e-27
0,1.0143937639364476e-80,2.911550775258244e-77,6.69339718262728e-82
0,1.9857760854905096e-91,9.102373854203577e-84,5.449323790019491e-93
0,4.643614803173272e-111,8.61442270163873e-110,2.4475907420737443e-114
0,1.5323908215404285e-66,2.1730762293910467e-72,4.1223400263109547e-72
0,8.760390044984137e-104,8.84126540210683e-115,9.835908145426298e-103
0,6.138269034342471e-69,2.942124306728711e-68,1.0264276833493579e-61
0,2.9736341412058217e-31,4.148633551917156e-32,2.4633060694011186e-29
0,8.255382746296922e-55,4.572483005464943e-52,9.177520177780581e-55
0,2.2318727779327e-53,4.622404491500223e-55,1.9099437036582075e-51
0,1.3554041262563575e-52,1.9701156105210517e-55,1.4744123338452297e-46
0,8.605239071053885e-107,2.025890811278242e-100,1.8343547527302953e-110
0,4.318811667508763e-82,2.158760528359766e-86,2.8541519262624816e-87
0,1.0922003681535992e-72,1.5583672731407806e-71,9.198011057636881e-77
0,1.6343519402298662e-37,1.8519910717699632e-37,1.662919904380346e-34
0,1.5070919327379935e-190,2.8462339433664987e-193,1.183915020394432e-177
0,1.1455367042986315e-63,3.552598835351958e-67,5.079241894987197e-67
0,2.8179698214985224e-87,6.528556759987827e-89,7.216707809703508e-88
0,9.017106108043805e-150,9.468369291147974e-162,1.6871810914133012e-162
0,3.1533717008658747e-167,1.5018319198260002e-178,1.6741759192972233e-173
0,4.149706336778074e-31,1.3835438737034185e-28,1.3241992826989523e-30
0,4.440454834963246e-17,1.7140801387735392e-16,8.449950305921167e-15
0,8.912181472385721e-54,6.07359377417177e-50,7.555726326498161e-54
0,2.2099148645311393e-36,5.856845128611505e-40,3.51590273922598e-42
0,5.461627974875064e-129,4.6451485815739845e-126,7.300902945615074e-132
0,1.4243243371091278e-147,2.5408044342907227e-149,3.0799641272857698e-148
0,1.938109714416499e-197,1.292623912370351e-196,4.6458598764599596e-194
0,6.65184094677119e-268,1.4908248647671739e-270,1.20452123012484e-254
0,8.831957239954765e-52,8.104619744981535e-56,2.6744580919423012e-49
0,1.5029079232700235e-59,5.168574597232741e-59,3.329570373955689e-61
0,1.6219085112646355e-125,3.7506459458053037e-116,3.113894311281782e-126
0,6.033735050575807e-138,6.820227544449526e-143,5.802461688559598e-130
0,1.0348501448811515e-89,6.423500063619426e-88,7.356774467786382e-95
0,4.1139612619774696e-207,2.0193756981050628e-194,9.424412545018767e-217
0,2.8559785068785685e-128,3.0662978712724877e-131,8.54697978283219e-123
0,2.8353426129969785e-100,1.3473209840921885e-106,8.935335372294372e-106
0,1.8484806894059733e-40,1.584520146926788e-41,3.318621352245919e-42
0,1.1365534513274489e-119,1.0311304077563966e-124,4.528794660054464e-119
0,1.3342578499859465e-74,7.2965947736883e-82,4.796575213109007e-80
0,1.6214875800365313e-42,1.8654851425354708e-50,2.757767971050461e-48
0,2.0583250351810454e-126,3.49428459739887e-126,1.1396842766322416e-123
0,1.6228852503857833e-85,2.4799630100724215e-85,1.2360245420152981e-86
0,4.329754347806433e-30,4.022696780877067e-29,2.138281729817686e-30
0,5.366401103998963e-37,1.1826073163514818e-36,2.0271262416132752e-41
0,3.082894357824016e-68,2.4004866011536072e-74,8.959614554128641e-71
0,3.377035999910073e-17,1.7324912599220044e-17,4.716890140740654e-18
0,3.400892255738206e-32,1.2899216821811636e-32,5.686978132950495e-34
0,1.6333340560499319e-74,8.961800861737103e-76,4.7175320064385897e-66
0,3.87684039151908e-32,2.6977026305621085e-33,9.464463192236807e-33
0,6.169234591046932e-84,9.274743377866893e-85,2.99689136718365e-81
0,5.3274966302961e-54,8.403509731653908e-55,4.615989559382613e-46
0,1.1492803518925998e-46,5.085282041896369e-52,3.074174855939831e-49
0,9.162433256182204e-131,7.377233766879668e-136,6.353829014047727e-137
0,3.218592941367912e-27,2.263914976580998e-31,1.320935867199839e-29
0,1.7393399449785437e-120,1.18225983959752e-127,4.496687716423065e-109
0,1.5778217139273823e-58,7.234597038435576e-62,1.3994039682639678e-61
0,7.334934002883044e-19,1.6899830642558766e-20,9.46997181389861e-19
0,2.9634367494315956e-19,7.474585107461137e-16,7.91032333076874e-18
0,2.3959121991106865e-62,2.2033114214176915e-60,1.9241489433949807e-59
0,1.009100865059471e-101,1.6404661362535542e-103,4.4543313409318354e-104
0,7.77419274110476e-34,3.144977494184504e-33,3.0185528284261883e-35
0,1.347754761143952e-78,2.6611933958913477e-85,1.0210081326041319e-79
0,1.4599636386242339e-49,2.2430608787110337e-49,1.9795784479281984e-53
0,2.0035845747711686e-191,7.906549000199557e-191,4.259780613154425e-182
0,2.3129686190783562e-86,2.4698702043261214e-88,1.8327218698988032e-88
0,1.3440929948830841e-45,6.436239563669166e-45,6.849513751737396e-43
0,1.9056838100067335e-54,1.833856548777848e-52,3.076205075440434e-56
0,2.3713059804494447e-29,3.0780684211297314e-32,6.383690505493682e-31
0,3.3615979517224545e-108,4.805841404949021e-112,3.0194705991682006e-102
0,5.09980942501876e-46,2.029802360227332e-44,3.236378062708411e-44
0,2.7788886749574642e-86,1.1261254408921564e-87,2.8969204438159724e-82
0,3.640910851935833e-43,2.3999908841176157e-43,6.601645813623992e-45
0,3.2097538609849404e-42,5.526980587025955e-47,4.757867718315867e-40
0,1.283668935602168e-73,8.706333895597697e-70,3.1454221848626345e-75
0,2.4222033832740634e-47,2.6531112082897613e-42,2.7492186751134415e-45
0,2.850812791740372e-63,4.4024315407914253e-66,2.6446911559695575e-67
0,6.047697751265088e-31,1.3671935200195537e-32,1.6315610642942335e-31
0,7.3915774901720175e-50,8.098944147444078e-49,2.066566227166706e-48
0,1.1736718721076453e-65,8.145490244867892e-60,3.970851680620405e-65
0,6.504362539423896e-234,6.088698383690113e-217,3.84419349397439e-236
0,1.0145281034169256e-60,3.6383277861446036e-57,4.284671881807e-63
0,2.2901624116467556e-23,6.484451096629589e-25,2.3383755166283375e-25
0,1.2440564616490612e-104,6.902964556735586e-106,7.817286689171617e-100
0,1.1880636415174852e-128,7.195109256650962e-132,2.2976704167726234e-130
0,5.30133366456885e-122,4.624903003560105e-143,1.2084867345273138e-150
0,4.389656650178758e-103,2.293346077781723e-103,2.7478768261320197e-103
0,5.367517615649402e-166,1.6230881022431006e-182,7.584948521842562e-182
0,2.873539773439714e-165,6.580162637377862e-170,6.300721693744297e-158
0,2.054465108936879e-114,5.405053963299569e-103,2.4076409806680415e-112
0,3.27098414745695e-68,1.4398397830611393e-72,2.1783597210449447e-67
0,1.1152310318217099e-71,1.414040647565357e-70,2.4356137238567575e-73
0,6.974025803704103e-196,9.5140596657504e-187,2.073639456930413e-207
0,2.686474288589244e-83,7.30324484129066e-87,1.8681627778576327e-87
0,4.9027016636124374e-91,1.6267035668975715e-92,1.5917404709936163e-88
0,1.3211309315898342e-55,1.594285194938838e-58,2.0049985335956575e-59
0,4.634348456974805e-35,1.1458823986960154e-33,3.6969136490358733e-34
0,1.3378277358455386e-26,8.832041421432936e-28,1.2932967715114166e-26
0,2.471039505193572e-62,3.6424948850067646e-66,8.845108712401128e-66
0,2.272562234432674e-107,3.528010023511226e-103,7.18712251740701e-108
0,2.537375968534254e-97,3.192774279146493e-107,4.759154338926392e-104
0,1.6180854907564602e-78,2.7208472336342723e-84,4.5964188382308585e-79
0,8.54521592399203e-87,2.6611287193211764e-81,2.067063708794276e-88
0,1.338420370395751e-23,7.410427653807263e-28,1.041947026978929e-26
0,9.249971996638402e-93,8.614259505065732e-88,3.6211547214694884e-93
0,5.951035878558931e-146,4.9315125963284916e-135,3.4692896981584716e-148
0,3.1303513741604247e-101,4.328870379885657e-106,2.750335764876742e-106
0,3.0761356084082535e-76,5.040252223808382e-78,1.5201154559270653e-75
0,3.2362128409087486e-51,8.198719822913503e-51,1.2727693334752865e-51
0,6.545987378219512e-92,3.9653826329273885e-92,8.286945335331172e-91
0,3.4939473126602875e-107,1.5075379834050214e-106,1.3485924960408866e-109
0,9.541961700876706e-20,1.1384699183388072e-17,9.20186966106681e-21
0,4.627528498540628e-74,3.3488531266708484e-78,1.743134548944261e-75
0,1.0107147367565767e-42,2.446814875495201e-45,1.2294715046492636e-45
0,2.9311769185666636e-209,1.9800704497492154e-201,1.7213787804725073e-206
0,3.920019274959476e-160,2.833545351353325e-158,3.6543316331440293e-153
0,6.653762058279047e-189,2.70583525912997e-195,3.4131169195003266e-175
0,4.0449699082563723e-75,3.9904004990918847e-81,3.6371397889305894e-79
0,3.5025494098864567e-68,1.3985576208795305e-75,7.097963557303184e-75
0,2.2923474696611292e-69,2.170065352288617e-75,7.306633456430127e-76
0,2.4530323472980324e-107,4.951426069461407e-103,2.1542840242663978e-98
0,6.297408843389893e-69,7.911658532326918e-67,5.869094432998893e-62
0,7.175281517428955e-20,2.3420685321244116e-21,5.987262660663715e-22
0,1.453984414128079e-28,2.7667762402863486e-24,2.203943546127623e-28
0,1.3117760971393468e-62,6.307095946849812e-60,5.980951640114905e-65
0,4.134666217359942e-90,6.853490430061797e-91,4.850742418813875e-94
0,1.6872569611933835e-110,1.3334905368651503e-108,4.315071011514758e-108
0,2.2973360210446004e-91,1.194870906181612e-88,5.580128228820192e-93
0,5.901336011817242e-44,1.242896387606289e-41,3.074381858596832e-43
0,4.134153668483992e-45,5.010960166295089e-49,1.517073506160162e-45
0,1.228069362090905e-59,1.9550673367436415e-62,6.903008318056886e-57
0,6.400443075594153e-97,2.410613472644957e-96,1.7030808236001087e-90
0,0.0,0.0,0.0
0,6.5212841756409895e-71,3.539566949333651e-76,2.7197156051979684e-76
0,7.5101154340836414e-37,5.509837954397251e-33,1.9223658816036875e-38
0,8.919530816485132e-70,4.69015285340097e-66,3.746952016583354e-71
0,1.164726380354107e-28,1.1361023171202242e-27,2.5372891032929614e-28
0,7.78779878509699e-43,6.198079685954254e-44,8.412753614491068e-42
0,3.1658061017191373e-97,7.142706470784229e-94,6.140191905944094e-101
0,4.664144719885247e-52,1.3673067338818173e-44,3.926242702845065e-54
0,1.2639630843351254e-115,6.863011809396094e-108,7.323651920966246e-111
0,1.0435233024454851e-117,2.399609699412828e-125,1.489592802645935e-119
0,2.7021461652133414e-96,1.2074993351746913e-99,2.8382104561345795e-99
0,1.4902988352740803e-72,6.323246078206941e-79,1.0214472816682794e-76
0,1.6209216873752376e-38,3.822158210255152e-40,1.1568985069255887e-39
0,6.514954621238468e-86,2.1756613431483174e-83,1.694949699742355e-83
0,4.295981291518062e-133,3.367864887167355e-128,2.4050286801606407e-138
0,9.92356479695052e-65,1.2601223740562085e-59,1.0615318855607037e-63
0,1.2688530730164136e-84,3.895060018113636e-79,1.11354652872054e-84
0,5.6338120505403824e-64,7.17016940849838e-63,6.486567899566041e-62
0,6.451665792437203e-29,6.36611137969573e-33,1.8780942564187397e-31
0,8.172394347521838e-28,9.991101308248197e-30,4.857442202350128e-29
0,5.23684690498693e-34,2.8976080994072117e-37,2.3687021656999174e-36
0,4.748694591726002e-100,7.804920564995845e-99,7.024650685299821e-96
0,0.0,0.0,0.0
0,4.797601356831011e-75,4.971177620574628e-76,1.3977531366124923e-78
0,8.642966296696579e-58,1.0399022388561527e-57,5.545533553577385e-56
0,5.760057814391269e-48,8.458453279198618e-46,2.7343192584290904e-49
0,1.6286133751026594e-68,2.3097234879701315e-70,1.3456271940578393e-64
0,1.3495314695213273e-165,7.151058609024746e-176,2.5627566074054543e-170
0,9.460243086971855e-28,4.320930856589156e-28,1.8686412136316316e-26
0,5.0848926273565924e-73,7.207309702014453e-77,6.044731696609436e-78
0,2.567684722402763e-54,4.912586726551331e-50,2.055255937954463e-53
0,6.897445950705676e-72,6.343239058810801e-76,8.975031594084353e-80
0,5.290444005752822e-150,5.9940856570981765e-155,3.339098867725269e-160
0,1.1638383654729184e-41,2.24249497167464e-36,1.0152608756100999e-42
0,2.6211499475549984e-64,3.1231519840933195e-66,6.518024934428736e-67
0,2.374074165187721e-81,2.6939162414775833e-79,3.091995996942213e-74
0,3.82261624579831e-158,3.1739718620444524e-172,6.90429416540711e-170
0,1.6458306075781527e-17,1.5268539106187736e-21,1.1942713980301633e-21
0,1.2703244179867039e-85,3.42790760707406e-88,3.284588244523259e-91
0,6.51819752201824e-12,3.695608473370513e-12,4.133717422197837e-12
0,2.056055823593589e-67,1.7932340331255785e-69,1.7015226793496221e-68
0,2.087252106584709e-59,9.415790421469455e-62,1.9416597898534416e-61
0,1.813857512842825e-116,5.609574187245114e-124,3.181245038033993e-126
0,6.223399174135983e-65,1.2444375759099545e-64,2.660620848358422e-66
0,2.9304200543478876e-34,2.5906344606303127e-35,4.176298328924768e-36
0,6.985778787952637e-118,5.762441854385386e-115,1.1188792269381901e-109
0,5.545336859381561e-99,2.5669924353371653e-107,3.5588167190403917e-110
0,2.847573884505688e-33,4.469965450447488e-37,5.1764776134383854e-33
0,3.9203998636190845e-167,1.1563884442439941e-171,1.467465271003331e-167
0,1.8677691789600095e-40,1.3316424607999558e-39,7.685220984628296e-36
0,4.535858231496823e-202,2.0627693090857885e-194,1.4404010949398905e-203
0,5.12907660378459e-191,8.427481897664146e-205,9.865248525961065e-202
0,9.336805427233765e-49,1.5198272890202355e-52,4.379259759781123e-48
0,4.25641198778594e-146,9.548533767199936e-148,3.444606649378566e-138
0,1.5362294343013317e-19,6.2046254574217865e-18,4.059736562400404e-19
0,3.1350478764348178e-49,1.180171068516152e-49,2.2847045556431853e-47
0,6.023752436473556e-96,2.5972465768739495e-94,1.2952320889273812e-100
0,1.213994941846492e-270,2.5217286253534653e-232,1.179003010162593e-284
0,1.7791584506628445e-160,2.9917084726787775e-167,1.8818907628515358e-166
0,2.903798459823678e-110,3.672720399153525e-110,1.1647236722489153e-102
0,4.0583796901789795e-51,1.5775707245536932e-51,5.170665940839745e-47
0,1.4129944269432659e-77,3.060212177766558e-75,1.3035359523946727e-81
0,2.4130707491845204e-100,1.1080492421114135e-105,3.404383808121658e-107
0,2.4036827064316864e-49,6.283612822716195e-49,5.792307338103633e-43
0,2.8946501981781693e-74,2.4957142202445012e-82,9.646530453788644e-78
0,7.516413919055779e-149,1.939742406188927e-141,8.412223313429592e-150
0,2.2918385778315324e-131,3.975054182405546e-127,1.6446707556836927e-131
0,9.342883757537331e-80,1.2670354847914858e-89,2.057443178201193e-90
0,3.4012938515438906e-119,2.5911022060486566e-129,5.133367389345545e-124
0,6.429513711650839e-111,8.259860462770363e-115,4.030163110888003e-115
0,3.3285705295611115e-28,7.819362348098163e-27,4.316632152676109e-28
0,1.2051568428456221e-57,1.720358383015832e-55,3.2217710501572353e-62
0,1.5021262915961227e-27,5.958889020190447e-28,7.450528777712217e-29
0,6.661578864172002e-175,4.837531809845079e-181,1.0448573938209687e-181
0,1.103004510769267e-36,3.5155105418353796e-37,4.887576787771258e-39
0,1.7350599473375083e-74,1.695477774652019e-74,1.7936984103509486e-69
0,5.006242179464154e-47,2.8396455344621366e-45,1.4680595999180754e-43
0,3.451307057575784e-71,1.6198612472542518e-68,3.528869493455322e-72
0,4.2751729076777367e-26,3.682248567334877e-31,1.0682394386919799e-30
0,4.191622457687387e-114,2.6020672875242776e-123,5.382734596478839e-112
0,5.059944396131339e-118,1.0645095953588604e-122,1.8593244163055741e-125
0,4.756195284273661e-59,1.9760113910733698e-54,6.274527719026698e-57
0,7.523104171209066e-71,1.161994752034566e-71,4.1538029427470173e-66
0,3.704496986021499e-53,6.304983218449093e-59,9.925936927603994e-59
0,6.717889020711182e-81,7.083059564112443e-85,2.311410966054402e-82
0,5.361995135533496e-174,5.8251092114153074e-161,2.6328472538967845e-173
0,1.1435759017145074e-70,2.6202065934337443e-72,2.0227574945719324e-72
0,1.6528029496882897e-62,2.891778972893637e-67,1.4722483037586e-63
0,9.281744507077771e-209,6.690778311227145e-204,1.3861773038583876e-194
0,2.266056276965322e-35,9.572467509469442e-39,1.5936426409201795e-40
0,3.2326190439486108e-46,4.679581497004459e-47,1.3638454805147094e-38
0,1.4765242498393936e-114,1.0026023802551934e-116,1.6183025547758386e-120
0,2.170845801897014e-209,2.871780161594263e-209,2.0346219024952876e-201
0,1.4136204158164112e-20,1.9138686590077635e-20,7.808752561591624e-21
0,1.7737303138874272e-31,3.6011168706190174e-34,1.605583138519714e-32
0,2.4297510167186253e-188,8.825326828956356e-196,2.935013738386675e-197
0,2.8541510419774657e-101,2.7267356798610363e-96,1.6230302089961533e-105
0,3.173454199484796e-45,1.6285301026445454e-45,5.823047417068828e-45
0,3.940350106935187e-46,3.2126590678236566e-44,3.6882716544277135e-48
0,1.7669328554754802e-249,6.031250057912634e-243,6.939012163338564e-256
0,6.4994612760642605e-105,5.751743115727254e-114,1.0997402691335672e-110
0,2.800247214918387e-33,3.551590776052967e-36,1.432972097981113e-35
0,5.637676531051992e-80,7.23114342881386e-81,5.0525541654671803e-82
0,5.233532695245965e-135,7.120443471221038e-144,4.199648939054232e-144
0,2.35916222417982e-75,2.807196239311997e-81,1.9269115890668954e-76
0,5.694755095540011e-135,7.510306918426436e-131,2.1668639161881362e-138
0,3.611964339402399e-170,9.396440012548515e-174,8.3986566151676e-158
0,6.928057651668202e-105,4.362396054681072e-101,3.366352658708176e-103
0,4.221341551688165e-145,3.4893338922472133e-153,3.5519772797002146e-153
0,5.681986717087629e-59,2.637631046223979e-60,2.7219870667984234e-56
0,2.630339176375607e-93,1.066731673956278e-98,7.140709394103549e-88
0,6.2499747390325775e-31,1.479086485159602e-31,2.3850341685881384e-33
0,3.5199906548841524e-58,3.67175184691238e-58,5.6960424575617216e-61
0,2.2186921698133857e-65,5.047522922804197e-64,6.151002923860006e-59
0,1.1148220214158802e-144,2.9929125635487157e-162,1.4390389704705516e-158
0,1.449024656594064e-122,3.884112398942579e-112,6.890177228169177e-123
0,5.4430806301395956e-74,8.62211904384539e-77,3.645535203737802e-74
0,1.1926836926049338e-186,6.329845423210089e-177,6.999736049187223e-193
0,3.364850727321079e-75,1.2523959450723671e-71,9.882628297080531e-76
0,3.4053463176165576e-47,8.549828061654342e-50,8.909095668605711e-45
0,8.564220362088183e-90,6.620494078591477e-89,2.2155256236753131e-88
0,2.6789554788453335e-60,1.4976656766930927e-55,2.2459178169263787e-57
0,1.1070959323186637e-117,1.0120999957830146e-125,5.6048753432462994e-126
0,1.4500820995488694e-58,3.949674414973735e-61,6.484528221836126e-60
0,1.4991275522621715e-106,6.985469647948261e-112,3.562917522401049e-114
0,1.0347503719574245e-72,2.743160039886044e-79,1.361141907473479e-79
0,7.515700646119551e-196,4.377855722988708e-203,3.757557859803401e-204
0,3.1393544565800044e-111,6.871736541831133e-112,4.948377363700328e-104
0,6.288942265668691e-71,4.643274352942147e-70,2.745381080104724e-73
0,1.7311473173663806e-44,1.184560057885795e-46,6.724388475076987e-45
0,5.147091796389926e-50,7.757901192241675e-56,3.766056327088114e-57
0,7.235548148251344e-78,8.4233247179097205e-81,3.6238226725256615e-71
0,7.798754775646182e-113,1.56642322527549e-115,3.5214945514934077e-104
0,1.8902494064753807e-66,8.100272069842897e-65,6.340923269589997e-65
0,3.207261488333611e-94,3.75870024592728e-96,1.5126646693820652e-91
0,2.667735764963217e-171,1.8130732499363343e-176,9.22908932073505e-165
0,8.233371873383458e-18,9.095245127410383e-18,4.736014902206876e-18
0,2.0712200505840902e-73,4.864552092022748e-76,1.2316315952406107e-75
0,8.267169252374365e-61,3.916890352863466e-70,3.1529777331037866e-66
0,8.760799721144144e-89,6.555484233433739e-96,1.2627928589229712e-88
0,7.564134597934067e-133,5.7954947750181524e-148,2.0391814455838413e-145
0,1.8061272092105786e-41,2.711114010396095e-44,9.938173487074146e-44
0,2.8558859147382564e-59,1.4669984025224657e-59,8.751308234138267e-56
0,2.1729531611096216e-63,7.824380527413443e-64,2.8032717457455068e-61
0,1.4680253753061794e-172,7.232983566653562e-168,1.2041572167767775e-164
0,2.80539486588886e-56,1.298905262676194e-56,7.33223420644681e-59
0,1.0255247324273435e-55,3.138027211928504e-53,8.796975130291289e-60
0,1.214497536870961e-159,2.2681158586414918e-167,2.869283157824022e-174
0,2.6306619198213303e-36,6.197514159575064e-36,7.290105512817751e-38
0,3.061730087409728e-45,8.703153892942901e-41,4.676803055480326e-47
0,1.384692391373211e-31,3.2859505303770925e-32,3.8968766369684383e-32
0,8.492141468496612e-19,5.624188282253589e-19,1.783209861656144e-18
0,7.079432506503371e-154,2.9684778947836483e-158,5.353386561026555e-163
0,6.917954117121754e-62,1.1059050595591798e-59,2.3290740654617894e-59
0,1.7799419326226065e-46,4.987834018601692e-49,2.7149085470208506e-48
0,1.2159307417244765e-57,4.83072919789309e-61,1.1519645540250861e-57
0,1.1826079126898484e-104,1.8226930398403743e-102,4.058917614802504e-107
0,8.065431155578428e-62,2.1525922901377827e-69,6.448907401369715e-67
0,4.453412022007152e-140,2.0879798341489863e-146,7.835403052722655e-129
0,1.5586144324172243e-187,6.252824505508073e-184,1.8779633931085939e-190
0,1.2246754952017537e-30,1.7293937711092062e-30,3.907803891453668e-27
0,1.3646685610744714e-61,1.1868196313533777e-69,1.274293394348796e-65
0,1.898276717158146e-74,1.2512929124655917e-79,2.8143436037423727e-77
0,4.679986392477918e-22,1.4496229809786992e-22,2.809853459928798e-22
0,7.725140435478887e-98,4.377886699629639e-102,4.3805345116650425e-94
0,7.551799990495858e-104,8.271243687987785e-110,5.715058091823107e-106
0,2.5680612749482723e-111,4.0070492065273704e-112,2.8412444150484383e-101
0,5.574586803823458e-110,7.190741539456668e-108,4.51751433115439e-112
0,4.909272991775668e-52,6.453107964759434e-54,4.637636592931265e-56
0,3.550353816491633e-103,4.8526085860647875e-90,4.7099371586000874e-101
0,2.4413179007307e-249,1.8044216561720852e-247,2.0115310123354424e-232
0,3.3823074610200757e-48,2.5087742433098376e-51,2.940969000674577e-48
0,5.610588163443171e-37,1.61010991093755e-39,1.4046414993917147e-36
0,2.2683294708544015e-121,2.38150998298086e-110,9.734506852276518e-122
0,5.691857254542417e-210,9.002047098405952e-205,3.452560918768716e-218
0,2.1779417696154464e-61,1.0515516547343734e-62,9.341903870875053e-63
0,2.715440557646314e-42,2.8436079306695524e-45,8.1447951892256e-44
0,7.319384959787502e-92,6.970988087050248e-98,7.632066278430078e-101
0,4.327255239803772e-21,3.9084175378039316e-22,1.4192251411861223e-20
0,2.6802644075022254e-237,6.017146829781413e-252,5.6883109949345015e-258
0,2.1127663305303826e-77,2.7332268962728846e-84,9.798016195246071e-83
0,6.827740823586204e-159,6.028816782638092e-144,1.0152413115622499e-161
0,7.563518906706416e-110,4.261393959081411e-111,6.171726514923482e-106
0,5.886960809703154e-86,1.0756926096030817e-79,2.615938664002032e-89
0,5.9188882237240854e-40,1.2763688150325885e-38,4.009659497226505e-40
0,1.832646311387762e-28,9.796728555184649e-30,7.682737806029234e-30
0,9.269737478875554e-60,8.203158838679229e-64,5.419760257410601e-61
0,9.067242229646683e-25,4.767685031166196e-28,2.3808333260952233e-25
0,1.3760490960668623e-60,4.50408845871323e-64,2.8308319040136367e-66
0,1.1265833717141087e-42,1.1759639294882917e-42,1.148969869623062e-40
0,1.3828135515462964e-25,4.2137767204058786e-26,7.067455002549143e-27
0,1.6642135487524972e-75,2.0051543302953098e-83,1.4077467449502538e-83
0,2.6019410066989002e-107,8.797236606201516e-103,5.810260141796584e-107
0,1.6569727049348463e-71,4.254876790177668e-76,2.4392347889808068e-76
0,3.280675707705138e-75,3.8738885377313684e-73,3.4106878347855597e-79
0,1.0439395946681504e-43,8.98771394243555e-40,9.506823624477658e-44
0,5.901750165444349e-141,1.1865503046090517e-131,1.9963569193216175e-145
0,1.319804398251438e-66,2.8089373605131623e-63,4.0068997721555845e-63
0,6.535127491373532e-16,1.792392158187012e-16,2.428926794829313e-16
0,8.279057342676095e-107,7.835359748360909e-105,4.6654728642094376e-98
0,6.105883013789135e-59,4.624419156628931e-65,2.4890666492503202e-70
0,2.7464153299832026e-58,7.650262071419608e-58,1.673536791178571e-55
